shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
9166,9166,17/12/2023,UPS,TRK365156,21/12/2023,Shipped
9167,9167,19/01/2024,DHL,TRK709268,22/01/2024,Shipped
9168,9168,05/11/2024,FedEx,TRK680073,07/11/2024,Pending
9169,9169,19/08/2024,UPS,TRK909191,22/08/2024,Shipped
9170,9170,30/05/2024,DHL,TRK434649,31/05/2024,Delivered
9171,9171,10/09/2024,FedEx,TRK093997,16/09/2024,Delivered
9172,9172,19/05/2024,UPS,TRK864054,27/05/2024,Delivered
9173,9173,14/12/2023,DHL,TRK105023,16/12/2023,Delivered
9174,9174,06/08/2024,FedEx,TRK023957,08/08/2024,Delivered
9175,9175,24/08/2024,UPS,TRK928468,31/08/2024,Delivered
9176,9176,02/09/2024,DHL,TRK074468,09/09/2024,Delivered
9177,9177,08/08/2024,FedEx,TRK261933,15/08/2024,Shipped
9178,9178,06/10/2024,UPS,TRK213970,13/10/2024,Delivered
9179,9179,06/08/2024,DHL,TRK078503,13/08/2024,Delivered
9180,9180,28/03/2024,FedEx,TRK822478,30/03/2024,Shipped
9181,9181,04/12/2023,UPS,TRK541202,08/12/2023,Shipped
9182,9182,27/05/2024,DHL,TRK698299,31/05/2024,Pending
9183,9183,19/07/2024,FedEx,TRK444248,22/07/2024,Delivered
9184,9184,21/03/2024,UPS,TRK591961,27/03/2024,Pending
9185,9185,21/11/2023,DHL,TRK042498,27/11/2023,Shipped
9186,9186,10/10/2024,FedEx,TRK391007,13/10/2024,Delivered
9187,9187,18/05/2024,UPS,TRK657358,23/05/2024,Shipped
9188,9188,17/04/2024,DHL,TRK999084,25/04/2024,Shipped
9189,9189,26/10/2024,FedEx,TRK896989,31/10/2024,Cancelled
9190,9190,26/04/2024,UPS,TRK075712,01/05/2024,Shipped
9191,9191,20/08/2024,DHL,TRK578586,25/08/2024,Delivered
9192,9192,17/05/2024,FedEx,TRK754643,22/05/2024,Delivered
9193,9193,10/12/2023,UPS,TRK469600,16/12/2023,Shipped
9194,9194,02/04/2024,DHL,TRK473997,09/04/2024,Pending
9195,9195,11/02/2024,FedEx,TRK950035,15/02/2024,Shipped
9196,9196,26/06/2024,UPS,TRK593098,29/06/2024,Delivered
9197,9197,16/06/2024,DHL,TRK181912,20/06/2024,Pending
9198,9198,12/06/2024,FedEx,TRK537883,20/06/2024,Delivered
9199,9199,02/02/2024,UPS,TRK640008,05/02/2024,Delivered
9200,9200,09/09/2024,DHL,TRK165773,10/09/2024,Delivered
9201,9201,07/07/2024,FedEx,TRK611367,14/07/2024,Cancelled
9202,9202,21/06/2024,UPS,TRK230865,24/06/2024,Shipped
9203,9203,03/02/2024,DHL,TRK689986,08/02/2024,Shipped
9204,9204,20/02/2024,FedEx,TRK821989,23/02/2024,Pending
9205,9205,25/12/2023,UPS,TRK377016,29/12/2023,Shipped
9206,9206,16/09/2024,DHL,TRK406157,20/09/2024,Pending
9207,9207,12/07/2024,FedEx,TRK330355,16/07/2024,Pending
9208,9208,04/12/2023,UPS,TRK294528,12/12/2023,Pending
9209,9209,24/09/2024,DHL,TRK766738,29/09/2024,Pending
9210,9210,11/11/2023,FedEx,TRK241751,19/11/2023,Shipped
9211,9211,08/09/2024,UPS,TRK359497,13/09/2024,Shipped
9212,9212,01/07/2024,DHL,TRK967519,02/07/2024,Pending
9213,9213,30/07/2024,FedEx,TRK003598,03/08/2024,Shipped
9214,9214,22/09/2024,UPS,TRK923792,28/09/2024,Pending
9215,9215,16/07/2024,DHL,TRK493676,20/07/2024,Shipped
9216,9216,13/11/2023,FedEx,TRK202673,19/11/2023,Pending
9217,9217,09/02/2024,UPS,TRK701404,14/02/2024,Pending
9218,9218,15/03/2024,DHL,TRK251158,21/03/2024,Pending
9219,9219,11/09/2024,FedEx,TRK361703,14/09/2024,Delivered
9220,9220,26/09/2024,UPS,TRK534878,29/09/2024,Shipped
9221,9221,25/10/2024,DHL,TRK296761,31/10/2024,Shipped
9222,9222,24/10/2024,FedEx,TRK779807,01/11/2024,Shipped
9223,9223,14/09/2024,UPS,TRK458671,15/09/2024,Delivered
9224,9224,14/01/2024,DHL,TRK980166,15/01/2024,Delivered
9225,9225,15/10/2024,FedEx,TRK643974,23/10/2024,Shipped
9226,9226,03/09/2024,UPS,TRK775782,09/09/2024,Shipped
9227,9227,31/01/2024,DHL,TRK349644,04/02/2024,Delivered
9228,9228,30/12/2023,FedEx,TRK791136,06/01/2024,Pending
9229,9229,23/10/2024,UPS,TRK081687,31/10/2024,Shipped
9230,9230,15/03/2024,DHL,TRK919302,22/03/2024,Pending
9231,9231,13/08/2024,FedEx,TRK454083,19/08/2024,Shipped
9232,9232,14/03/2024,UPS,TRK363058,15/03/2024,Pending
9233,9233,03/10/2024,DHL,TRK487219,08/10/2024,Delivered
9234,9234,09/07/2024,FedEx,TRK124171,15/07/2024,Delivered
9235,9235,14/08/2024,UPS,TRK443016,15/08/2024,Shipped
9236,9236,05/11/2024,DHL,TRK270683,07/11/2024,Cancelled
9237,9237,15/01/2024,FedEx,TRK754424,16/01/2024,Delivered
9238,9238,23/07/2024,UPS,TRK355497,29/07/2024,Delivered
9239,9239,28/05/2024,DHL,TRK550830,02/06/2024,Shipped
9240,9240,13/06/2024,FedEx,TRK092824,18/06/2024,Pending
9241,9241,28/03/2024,UPS,TRK909553,02/04/2024,Pending
9242,9242,08/09/2024,DHL,TRK053773,12/09/2024,Delivered
9243,9243,03/02/2024,FedEx,TRK534271,09/02/2024,Delivered
9244,9244,20/05/2024,UPS,TRK664926,21/05/2024,Delivered
9245,9245,07/04/2024,DHL,TRK325063,08/04/2024,Delivered
9246,9246,16/09/2024,FedEx,TRK777979,22/09/2024,Pending
9247,9247,08/11/2023,UPS,TRK223561,14/11/2023,Delivered
9248,9248,19/03/2024,DHL,TRK736929,20/03/2024,Cancelled
9249,9249,20/03/2024,FedEx,TRK729468,21/03/2024,Shipped
9250,9250,26/11/2023,UPS,TRK487036,02/12/2023,Shipped
9251,9251,06/04/2024,DHL,TRK630581,14/04/2024,Shipped
9252,9252,12/02/2024,FedEx,TRK950798,15/02/2024,Delivered
9253,9253,13/07/2024,UPS,TRK171175,18/07/2024,Shipped
9254,9254,03/04/2024,DHL,TRK763045,06/04/2024,Delivered
9255,9255,06/05/2024,FedEx,TRK867035,10/05/2024,Shipped
9256,9256,02/12/2023,UPS,TRK553433,07/12/2023,Delivered
9257,9257,10/06/2024,DHL,TRK495306,18/06/2024,Cancelled
9258,9258,02/05/2024,FedEx,TRK735304,04/05/2024,Pending
9259,9259,05/06/2024,UPS,TRK887714,12/06/2024,Shipped
9260,9260,24/12/2023,DHL,TRK000687,01/01/2024,Delivered
9261,9261,28/09/2024,FedEx,TRK216982,01/10/2024,Delivered
9262,9262,07/12/2023,UPS,TRK875797,10/12/2023,Pending
9263,9263,07/06/2024,DHL,TRK875116,14/06/2024,Shipped
9264,9264,11/03/2024,FedEx,TRK281829,14/03/2024,Delivered
9265,9265,07/02/2024,UPS,TRK446328,10/02/2024,Cancelled
9266,9266,08/08/2024,DHL,TRK099925,11/08/2024,Delivered
9267,9267,25/08/2024,FedEx,TRK449808,30/08/2024,Shipped
9268,9268,11/11/2023,UPS,TRK727329,14/11/2023,Cancelled
9269,9269,09/01/2024,DHL,TRK770085,12/01/2024,Delivered
9270,9270,05/04/2024,FedEx,TRK866431,12/04/2024,Shipped
9271,9271,13/10/2024,UPS,TRK886064,17/10/2024,Pending
9272,9272,29/11/2023,DHL,TRK460402,02/12/2023,Cancelled
9273,9273,24/02/2024,FedEx,TRK490197,03/03/2024,Cancelled
9274,9274,11/02/2024,UPS,TRK028800,12/02/2024,Delivered
9275,9275,29/05/2024,DHL,TRK355997,31/05/2024,Pending
9276,9276,17/03/2024,FedEx,TRK174156,21/03/2024,Delivered
9277,9277,11/05/2024,UPS,TRK532685,17/05/2024,Shipped
9278,9278,10/10/2024,DHL,TRK068437,14/10/2024,Delivered
9279,9279,30/04/2024,FedEx,TRK678528,02/05/2024,Delivered
9280,9280,20/01/2024,UPS,TRK892677,27/01/2024,Delivered
9281,9281,06/01/2024,DHL,TRK646994,11/01/2024,Pending
9282,9282,30/10/2024,FedEx,TRK214021,03/11/2024,Delivered
9283,9283,06/12/2023,UPS,TRK319782,14/12/2023,Shipped
9284,9284,18/12/2023,DHL,TRK840618,24/12/2023,Delivered
9285,9285,25/11/2023,FedEx,TRK799946,02/12/2023,Pending
9286,9286,16/03/2024,UPS,TRK851460,22/03/2024,Shipped
9287,9287,05/02/2024,DHL,TRK419071,12/02/2024,Shipped
9288,9288,04/11/2024,FedEx,TRK204928,06/11/2024,Delivered
9289,9289,23/06/2024,UPS,TRK781299,25/06/2024,Pending
9290,9290,06/05/2024,DHL,TRK254679,12/05/2024,Pending
9291,9291,13/11/2023,FedEx,TRK651058,18/11/2023,Shipped
9292,9292,14/02/2024,UPS,TRK401754,18/02/2024,Delivered
9293,9293,02/08/2024,DHL,TRK022494,05/08/2024,Pending
9294,9294,30/03/2024,FedEx,TRK611875,31/03/2024,Pending
9295,9295,01/12/2023,UPS,TRK004377,05/12/2023,Shipped
9296,9296,25/11/2023,DHL,TRK377991,27/11/2023,Shipped
9297,9297,24/12/2023,FedEx,TRK851774,26/12/2023,Pending
9298,9298,29/08/2024,UPS,TRK983984,30/08/2024,Shipped
9299,9299,07/01/2024,DHL,TRK775839,12/01/2024,Delivered
9300,9300,06/10/2024,FedEx,TRK730694,10/10/2024,Pending
9301,9301,07/06/2024,UPS,TRK919951,11/06/2024,Pending
9302,9302,18/01/2024,DHL,TRK869591,23/01/2024,Cancelled
9303,9303,23/01/2024,FedEx,TRK778984,31/01/2024,Cancelled
9304,9304,29/02/2024,UPS,TRK716344,02/03/2024,Delivered
9305,9305,30/01/2024,DHL,TRK943368,05/02/2024,Delivered
9306,9306,27/01/2024,FedEx,TRK774267,04/02/2024,Delivered
9307,9307,27/02/2024,UPS,TRK709065,28/02/2024,Delivered
9308,9308,20/06/2024,DHL,TRK159915,21/06/2024,Delivered
9309,9309,07/09/2024,FedEx,TRK352872,13/09/2024,Shipped
9310,9310,11/11/2023,UPS,TRK410206,13/11/2023,Delivered
9311,9311,23/06/2024,DHL,TRK154595,26/06/2024,Shipped
9312,9312,07/05/2024,FedEx,TRK309855,15/05/2024,Delivered
9313,9313,02/10/2024,UPS,TRK283885,07/10/2024,Shipped
9314,9314,25/02/2024,DHL,TRK106505,28/02/2024,Pending
9315,9315,14/02/2024,FedEx,TRK431605,19/02/2024,Pending
9316,9316,10/06/2024,UPS,TRK380993,12/06/2024,Shipped
9317,9317,14/03/2024,DHL,TRK273843,18/03/2024,Shipped
9318,9318,01/12/2023,FedEx,TRK538423,07/12/2023,Cancelled
9319,9319,24/01/2024,UPS,TRK791196,27/01/2024,Delivered
9320,9320,13/03/2024,DHL,TRK733720,17/03/2024,Cancelled
9321,9321,24/07/2024,FedEx,TRK361827,27/07/2024,Shipped
9322,9322,05/02/2024,UPS,TRK886509,11/02/2024,Delivered
9323,9323,26/12/2023,DHL,TRK318396,01/01/2024,Shipped
9324,9324,03/09/2024,FedEx,TRK942077,08/09/2024,Shipped
9325,9325,22/10/2024,UPS,TRK266897,25/10/2024,Pending
9326,9326,16/12/2023,DHL,TRK846035,18/12/2023,Pending
9327,9327,20/11/2023,FedEx,TRK926285,26/11/2023,Pending
9328,9328,10/11/2023,UPS,TRK662044,14/11/2023,Delivered
9329,9329,04/01/2024,DHL,TRK024332,07/01/2024,Shipped
9330,9330,03/07/2024,FedEx,TRK529370,04/07/2024,Delivered
9331,9331,22/09/2024,UPS,TRK731562,25/09/2024,Shipped
9332,9332,23/07/2024,DHL,TRK914949,30/07/2024,Pending
9333,9333,02/09/2024,FedEx,TRK214175,07/09/2024,Delivered
9334,9334,05/07/2024,UPS,TRK845568,11/07/2024,Delivered
9335,9335,02/09/2024,DHL,TRK674281,03/09/2024,Delivered
9336,9336,07/03/2024,FedEx,TRK435253,13/03/2024,Delivered
9337,9337,01/06/2024,UPS,TRK052736,04/06/2024,Pending
9338,9338,08/03/2024,DHL,TRK040550,09/03/2024,Cancelled
9339,9339,21/05/2024,FedEx,TRK644178,26/05/2024,Delivered
9340,9340,10/06/2024,UPS,TRK324590,12/06/2024,Delivered
9341,9341,14/07/2024,DHL,TRK580136,16/07/2024,Shipped
9342,9342,04/12/2023,FedEx,TRK008824,11/12/2023,Delivered
9343,9343,11/04/2024,UPS,TRK140950,18/04/2024,Pending
9344,9344,24/12/2023,DHL,TRK436783,27/12/2023,Delivered
9345,9345,11/05/2024,FedEx,TRK970882,12/05/2024,Shipped
9346,9346,30/09/2024,UPS,TRK988611,03/10/2024,Shipped
9347,9347,21/07/2024,DHL,TRK233500,28/07/2024,Shipped
9348,9348,17/05/2024,FedEx,TRK517016,23/05/2024,Delivered
9349,9349,16/12/2023,UPS,TRK523165,19/12/2023,Shipped
9350,9350,08/01/2024,DHL,TRK187943,11/01/2024,Shipped
9351,9351,30/01/2024,FedEx,TRK674274,31/01/2024,Pending
9352,9352,19/04/2024,UPS,TRK307033,21/04/2024,Shipped
9353,9353,09/05/2024,DHL,TRK001139,13/05/2024,Pending
9354,9354,03/02/2024,FedEx,TRK682137,07/02/2024,Shipped
9355,9355,29/12/2023,UPS,TRK501207,02/01/2024,Pending
9356,9356,06/12/2023,DHL,TRK623221,07/12/2023,Shipped
9357,9357,29/09/2024,FedEx,TRK053506,03/10/2024,Delivered
9358,9358,21/03/2024,UPS,TRK956556,27/03/2024,Pending
9359,9359,08/05/2024,DHL,TRK596146,15/05/2024,Delivered
9360,9360,10/02/2024,FedEx,TRK835296,15/02/2024,Shipped
9361,9361,05/12/2023,UPS,TRK404242,07/12/2023,Cancelled
9362,9362,27/01/2024,DHL,TRK231317,29/01/2024,Shipped
9363,9363,17/09/2024,FedEx,TRK015478,21/09/2024,Shipped
9364,9364,20/07/2024,UPS,TRK489561,22/07/2024,Shipped
9365,9365,27/04/2024,DHL,TRK371281,29/04/2024,Shipped
9366,9366,14/05/2024,FedEx,TRK234356,20/05/2024,Delivered
9367,9367,25/03/2024,UPS,TRK808878,01/04/2024,Pending
9368,9368,07/10/2024,DHL,TRK798110,14/10/2024,Delivered
9369,9369,04/06/2024,FedEx,TRK220071,09/06/2024,Delivered
9370,9370,09/03/2024,UPS,TRK719068,11/03/2024,Pending
9371,9371,11/07/2024,DHL,TRK301111,15/07/2024,Delivered
9372,9372,19/02/2024,FedEx,TRK854258,24/02/2024,Shipped
9373,9373,11/10/2024,UPS,TRK754371,15/10/2024,Pending
9374,9374,20/04/2024,DHL,TRK810944,25/04/2024,Pending
9375,9375,02/10/2024,FedEx,TRK539525,07/10/2024,Delivered
9376,9376,09/03/2024,UPS,TRK632408,16/03/2024,Shipped
9377,9377,14/04/2024,DHL,TRK693184,21/04/2024,Delivered
9378,9378,21/08/2024,FedEx,TRK116255,28/08/2024,Pending
9379,9379,24/12/2023,UPS,TRK694006,25/12/2023,Cancelled
9380,9380,08/02/2024,DHL,TRK302075,09/02/2024,Delivered
9381,9381,13/11/2023,FedEx,TRK364164,14/11/2023,Shipped
9382,9382,02/04/2024,UPS,TRK193660,05/04/2024,Shipped
9383,9383,13/06/2024,DHL,TRK965918,14/06/2024,Pending
9384,9384,13/07/2024,FedEx,TRK777518,17/07/2024,Shipped
9385,9385,11/04/2024,UPS,TRK968226,17/04/2024,Shipped
9386,9386,19/01/2024,DHL,TRK052095,20/01/2024,Delivered
9387,9387,23/10/2024,FedEx,TRK784368,25/10/2024,Pending
9388,9388,24/04/2024,UPS,TRK235470,30/04/2024,Delivered
9389,9389,01/10/2024,DHL,TRK462441,02/10/2024,Shipped
9390,9390,03/05/2024,FedEx,TRK789277,10/05/2024,Shipped
9391,9391,29/02/2024,UPS,TRK904958,07/03/2024,Delivered
9392,9392,18/03/2024,DHL,TRK666588,19/03/2024,Shipped
9393,9393,08/08/2024,FedEx,TRK353036,15/08/2024,Delivered
9394,9394,10/02/2024,UPS,TRK554750,12/02/2024,Pending
9395,9395,30/08/2024,DHL,TRK595607,04/09/2024,Pending
9396,9396,15/08/2024,FedEx,TRK285070,20/08/2024,Delivered
9397,9397,01/05/2024,UPS,TRK643517,09/05/2024,Delivered
9398,9398,16/11/2023,DHL,TRK540346,22/11/2023,Pending
9399,9399,16/08/2024,FedEx,TRK283749,20/08/2024,Shipped
9400,9400,01/01/2024,UPS,TRK271109,08/01/2024,Delivered
9401,9401,04/02/2024,DHL,TRK006471,07/02/2024,Pending
9402,9402,13/07/2024,FedEx,TRK804131,16/07/2024,Shipped
9403,9403,01/08/2024,UPS,TRK348397,04/08/2024,Shipped
9404,9404,20/12/2023,DHL,TRK841669,22/12/2023,Delivered
9405,9405,17/10/2024,FedEx,TRK234252,20/10/2024,Delivered
9406,9406,14/11/2023,UPS,TRK534579,17/11/2023,Pending
9407,9407,18/09/2024,DHL,TRK017412,20/09/2024,Delivered
9408,9408,15/11/2023,FedEx,TRK219426,16/11/2023,Pending
9409,9409,01/08/2024,UPS,TRK336926,08/08/2024,Shipped
9410,9410,14/07/2024,DHL,TRK756185,16/07/2024,Delivered
9411,9411,01/10/2024,FedEx,TRK726234,04/10/2024,Cancelled
9412,9412,29/02/2024,UPS,TRK772050,03/03/2024,Delivered
9413,9413,13/12/2023,DHL,TRK357867,15/12/2023,Pending
9414,9414,20/02/2024,FedEx,TRK350360,28/02/2024,Delivered
9415,9415,02/06/2024,UPS,TRK592259,07/06/2024,Shipped
9416,9416,22/06/2024,DHL,TRK727400,25/06/2024,Delivered
9417,9417,08/06/2024,FedEx,TRK587196,16/06/2024,Pending
9418,9418,26/12/2023,UPS,TRK367582,29/12/2023,Pending
9419,9419,15/04/2024,DHL,TRK564113,20/04/2024,Shipped
9420,9420,08/02/2024,FedEx,TRK976934,13/02/2024,Shipped
9421,9421,09/10/2024,UPS,TRK421271,14/10/2024,Delivered
9422,9422,25/04/2024,DHL,TRK432298,27/04/2024,Shipped
9423,9423,14/07/2024,FedEx,TRK708129,20/07/2024,Pending
9424,9424,28/07/2024,UPS,TRK232855,04/08/2024,Cancelled
9425,9425,11/06/2024,DHL,TRK602019,13/06/2024,Delivered
9426,9426,19/06/2024,FedEx,TRK919299,25/06/2024,Pending
9427,9427,09/10/2024,UPS,TRK536145,16/10/2024,Pending
9428,9428,04/10/2024,DHL,TRK180822,11/10/2024,Pending
9429,9429,17/12/2023,FedEx,TRK233868,24/12/2023,Shipped
9430,9430,19/04/2024,UPS,TRK786277,26/04/2024,Delivered
9431,9431,06/12/2023,DHL,TRK494974,14/12/2023,Delivered
9432,9432,19/04/2024,FedEx,TRK109681,21/04/2024,Shipped
9433,9433,01/09/2024,UPS,TRK817574,07/09/2024,Delivered
9434,9434,25/03/2024,DHL,TRK592842,26/03/2024,Shipped
9435,9435,25/10/2024,FedEx,TRK278897,31/10/2024,Delivered
9436,9436,04/07/2024,UPS,TRK753336,05/07/2024,Delivered
9437,9437,07/11/2024,DHL,TRK562226,12/11/2024,Delivered
9438,9438,22/11/2023,FedEx,TRK292796,30/11/2023,Delivered
9439,9439,11/12/2023,UPS,TRK176784,16/12/2023,Pending
9440,9440,31/10/2024,DHL,TRK792575,03/11/2024,Shipped
9441,9441,26/04/2024,FedEx,TRK552772,30/04/2024,Shipped
9442,9442,19/01/2024,UPS,TRK026891,23/01/2024,Delivered
9443,9443,01/06/2024,DHL,TRK430061,07/06/2024,Pending
9444,9444,19/07/2024,FedEx,TRK448053,24/07/2024,Shipped
9445,9445,14/01/2024,UPS,TRK145978,20/01/2024,Cancelled
9446,9446,01/12/2023,DHL,TRK791606,03/12/2023,Shipped
9447,9447,11/01/2024,FedEx,TRK194190,17/01/2024,Delivered
9448,9448,04/07/2024,UPS,TRK954165,06/07/2024,Pending
9449,9449,01/02/2024,DHL,TRK835818,07/02/2024,Delivered
9450,9450,13/12/2023,FedEx,TRK577633,16/12/2023,Shipped
9451,9451,22/04/2024,UPS,TRK116964,24/04/2024,Delivered
9452,9452,02/07/2024,DHL,TRK749734,09/07/2024,Pending
9453,9453,01/05/2024,FedEx,TRK941278,03/05/2024,Cancelled
9454,9454,02/03/2024,UPS,TRK330520,09/03/2024,Delivered
9455,9455,07/02/2024,DHL,TRK649911,11/02/2024,Shipped
9456,9456,05/03/2024,FedEx,TRK135944,13/03/2024,Shipped
9457,9457,30/04/2024,UPS,TRK246448,02/05/2024,Delivered
9458,9458,16/04/2024,DHL,TRK003817,20/04/2024,Cancelled
9459,9459,25/12/2023,FedEx,TRK674845,26/12/2023,Delivered
9460,9460,25/08/2024,UPS,TRK662276,02/09/2024,Pending
9461,9461,13/02/2024,DHL,TRK220247,17/02/2024,Delivered
9462,9462,17/01/2024,FedEx,TRK578359,21/01/2024,Shipped
9463,9463,04/04/2024,UPS,TRK026540,07/04/2024,Shipped
9464,9464,08/08/2024,DHL,TRK507699,10/08/2024,Pending
9465,9465,11/10/2024,FedEx,TRK528416,17/10/2024,Delivered
9466,9466,12/12/2023,UPS,TRK988759,18/12/2023,Delivered
9467,9467,24/08/2024,DHL,TRK119935,28/08/2024,Shipped
9468,9468,06/03/2024,FedEx,TRK121468,08/03/2024,Delivered
9469,9469,04/02/2024,UPS,TRK783035,10/02/2024,Delivered
9470,9470,08/04/2024,DHL,TRK364668,11/04/2024,Delivered
9471,9471,24/03/2024,FedEx,TRK039315,30/03/2024,Delivered
9472,9472,26/12/2023,UPS,TRK040009,28/12/2023,Pending
9473,9473,19/03/2024,DHL,TRK325199,23/03/2024,Pending
9474,9474,11/01/2024,FedEx,TRK151503,17/01/2024,Delivered
9475,9475,03/03/2024,UPS,TRK093352,07/03/2024,Shipped
9476,9476,19/12/2023,DHL,TRK073802,21/12/2023,Pending
9477,9477,19/08/2024,FedEx,TRK020938,23/08/2024,Shipped
9478,9478,15/06/2024,UPS,TRK787889,23/06/2024,Shipped
9479,9479,16/01/2024,DHL,TRK682376,22/01/2024,Pending
9480,9480,10/01/2024,FedEx,TRK224755,17/01/2024,Shipped
9481,9481,07/05/2024,UPS,TRK899721,08/05/2024,Shipped
9482,9482,13/03/2024,DHL,TRK226037,18/03/2024,Delivered
9483,9483,16/08/2024,FedEx,TRK438364,22/08/2024,Delivered
9484,9484,12/12/2023,UPS,TRK917463,13/12/2023,Shipped
9485,9485,15/07/2024,DHL,TRK514551,19/07/2024,Delivered
9486,9486,27/07/2024,FedEx,TRK955953,03/08/2024,Delivered
9487,9487,08/01/2024,UPS,TRK752653,13/01/2024,Shipped
9488,9488,18/02/2024,DHL,TRK841682,19/02/2024,Delivered
9489,9489,21/05/2024,FedEx,TRK248389,25/05/2024,Shipped
9490,9490,19/07/2024,UPS,TRK681769,22/07/2024,Pending
9491,9491,02/06/2024,DHL,TRK074613,06/06/2024,Shipped
9492,9492,29/09/2024,FedEx,TRK466768,04/10/2024,Shipped
9493,9493,26/06/2024,UPS,TRK126663,02/07/2024,Delivered
9494,9494,19/03/2024,DHL,TRK968001,20/03/2024,Delivered
9495,9495,28/11/2023,FedEx,TRK583953,01/12/2023,Pending
9496,9496,05/02/2024,UPS,TRK350742,10/02/2024,Delivered
9497,9497,24/10/2024,DHL,TRK399934,25/10/2024,Shipped
9498,9498,12/07/2024,FedEx,TRK271574,20/07/2024,Pending
9499,9499,09/08/2024,UPS,TRK310105,15/08/2024,Pending
9500,9500,05/06/2024,DHL,TRK398356,10/06/2024,Shipped
9501,9501,15/05/2024,FedEx,TRK853390,18/05/2024,Delivered
9502,9502,30/03/2024,UPS,TRK580584,06/04/2024,Shipped
9503,9503,07/12/2023,DHL,TRK088554,11/12/2023,Shipped
9504,9504,14/11/2023,FedEx,TRK285464,20/11/2023,Shipped
9505,9505,15/01/2024,UPS,TRK025759,22/01/2024,Shipped
9506,9506,16/04/2024,DHL,TRK027393,18/04/2024,Shipped
9507,9507,08/04/2024,FedEx,TRK703545,11/04/2024,Shipped
9508,9508,04/05/2024,UPS,TRK651248,09/05/2024,Delivered
9509,9509,28/12/2023,DHL,TRK708242,02/01/2024,Shipped
9510,9510,16/09/2024,FedEx,TRK099460,22/09/2024,Shipped
9511,9511,28/10/2024,UPS,TRK896184,02/11/2024,Delivered
9512,9512,30/03/2024,DHL,TRK833487,02/04/2024,Pending
9513,9513,05/03/2024,FedEx,TRK542499,07/03/2024,Shipped
9514,9514,05/12/2023,UPS,TRK350916,07/12/2023,Shipped
9515,9515,06/11/2024,DHL,TRK587198,10/11/2024,Cancelled
9516,9516,17/05/2024,FedEx,TRK942260,23/05/2024,Delivered
9517,9517,12/08/2024,UPS,TRK637328,19/08/2024,Delivered
9518,9518,08/02/2024,DHL,TRK295634,13/02/2024,Shipped
9519,9519,11/10/2024,FedEx,TRK400962,14/10/2024,Delivered
9520,9520,04/03/2024,UPS,TRK269737,11/03/2024,Delivered
9521,9521,18/05/2024,DHL,TRK407108,24/05/2024,Pending
9522,9522,14/11/2023,FedEx,TRK800679,19/11/2023,Delivered
9523,9523,29/07/2024,UPS,TRK037993,02/08/2024,Pending
9524,9524,02/04/2024,DHL,TRK297461,06/04/2024,Cancelled
9525,9525,30/09/2024,FedEx,TRK073914,02/10/2024,Delivered
9526,9526,07/08/2024,UPS,TRK150233,15/08/2024,Shipped
9527,9527,07/09/2024,DHL,TRK025133,14/09/2024,Delivered
9528,9528,27/05/2024,FedEx,TRK440879,29/05/2024,Shipped
9529,9529,08/05/2024,UPS,TRK313797,12/05/2024,Cancelled
9530,9530,23/06/2024,DHL,TRK554148,30/06/2024,Shipped
9531,9531,15/02/2024,FedEx,TRK377963,21/02/2024,Shipped
9532,9532,20/11/2023,UPS,TRK089696,25/11/2023,Cancelled
9533,9533,10/08/2024,DHL,TRK870797,16/08/2024,Delivered
9534,9534,18/03/2024,FedEx,TRK105113,24/03/2024,Pending
9535,9535,25/07/2024,UPS,TRK958271,30/07/2024,Delivered
9536,9536,19/08/2024,DHL,TRK917245,25/08/2024,Shipped
9537,9537,29/06/2024,FedEx,TRK395305,03/07/2024,Pending
9538,9538,13/04/2024,UPS,TRK772264,21/04/2024,Shipped
9539,9539,06/12/2023,DHL,TRK685939,13/12/2023,Pending
9540,9540,02/04/2024,FedEx,TRK822802,06/04/2024,Delivered
9541,9541,26/05/2024,UPS,TRK686888,28/05/2024,Shipped
9542,9542,23/01/2024,DHL,TRK954250,25/01/2024,Shipped
9543,9543,17/08/2024,FedEx,TRK874978,23/08/2024,Delivered
9544,9544,16/08/2024,UPS,TRK305262,22/08/2024,Delivered
9545,9545,11/09/2024,DHL,TRK481318,18/09/2024,Pending
9546,9546,11/09/2024,FedEx,TRK423398,17/09/2024,Shipped
9547,9547,12/06/2024,UPS,TRK119119,17/06/2024,Delivered
9548,9548,09/03/2024,DHL,TRK068582,13/03/2024,Delivered
9549,9549,03/03/2024,FedEx,TRK402050,07/03/2024,Pending
9550,9550,12/02/2024,UPS,TRK526078,14/02/2024,Delivered
9551,9551,28/05/2024,DHL,TRK041187,31/05/2024,Delivered
9552,9552,21/04/2024,FedEx,TRK625274,28/04/2024,Shipped
9553,9553,25/03/2024,UPS,TRK898821,30/03/2024,Shipped
9554,9554,06/11/2024,DHL,TRK574319,08/11/2024,Delivered
9555,9555,23/10/2024,FedEx,TRK792515,27/10/2024,Pending
9556,9556,12/10/2024,UPS,TRK578476,15/10/2024,Pending
9557,9557,15/12/2023,DHL,TRK244214,19/12/2023,Shipped
9558,9558,19/12/2023,FedEx,TRK352248,23/12/2023,Pending
9559,9559,29/07/2024,UPS,TRK269545,02/08/2024,Delivered
9560,9560,26/03/2024,DHL,TRK462570,01/04/2024,Shipped
9561,9561,19/06/2024,FedEx,TRK970698,22/06/2024,Shipped
9562,9562,20/07/2024,UPS,TRK954101,24/07/2024,Delivered
